,class,text
28995,5,“Who you calling a nigger “ https://t.co/WfW1Rt9G4Q
29001,5,@VandurnTom @_hbkjessica Which nigga you been falling asleep otp with https://t.co/i6H7R8bI5a
29003,5,WELL?? #MAGA #BuildTheWall https://t.co/40z2Qpofm5
29005,5,@rauchm28 @Complex Plus this isn’t me dumbass nigga this is the guy I @ retard https://t.co/LC9RSMk6Nn
29006,6,@PayMePigWhores @sub_mcr drain the faggot https://t.co/HMy9mBtaVG
29009,5,"PUSSY NIGGA GOT SHOT AND HE RAN TO THE GRAM, IF I GET SHOT IMMA SHOOT TIL IT JAM IN MY HAND! https://t.co/zt6kaTNzmT"
29014,5,@MaphuthaBonolo Aaaiii bandla you should have exposed the nigger https://t.co/ereSUfQCy9
29023,5,@PareaceLaranza Delete this nigga. https://t.co/EllkEssvt1
29028,6,italian baby! american cheese! yes ma’am!  no you the ignorant bitch yo momma the ignorant bitch you faggot ass fag! https://t.co/cxZY6iKbSu
29031,5,@morgnofreeman_ Lol I had a look of confusion on my face til this nigga took that sip https://t.co/YEbFUptifG
29033,5,This silver surfer looking ass nIGgA just scarred the absolute fucking shit out of me https://t.co/TBDwAakJAf
29047,5,@billboard @MNEK Alex I’ll take “singing while black under trash white hegemony” for 1000 please. https://t.co/cl7JFJ2ZV6
29050,5,Operation Wetback https://t.co/ZzEKbM8F3L https://t.co/Zc76RUdc73
29054,5,James Wigger https://t.co/VmgXljQYGp
29057,5,@FrankieComedian AY THIS NIGGA LOOKING FOR ATTENTION https://t.co/Oeu7MIIje1
29070,5,one less lonely nigger https://t.co/go5lfG3OnG
29080,5,“nigger” does NOT mean “ignorant person”. That was you trying to get a pass so we didn’t beat that ass. https://t.co/7YExnRGdBw
29081,6,floor four faggot just came back into my life https://t.co/5pn4mtAusI
29083,5,#Gigaba #GigabaChallange... Nigger gotta clean your mess right quick 😂😂😂😂 https://t.co/EZVjjWWfWx
29085,5,*Logs on twitter* “Men are trash” “If ur a guy under 6’4” ur a midget” “White people are a fucking plague” Me: https://t.co/xfgc0b0aLO
29087,16,WEN THE K2 CART RIP ASS AT LIGHTWEIGHT RETARDED VOLTAGE https://t.co/kkBvWvHqcS
29094,5,@realDonaldTrump Wow all that white trash coming to collect their $100 https://t.co/yCFRMDEIhW
29096,5,#QueenRadio ANYWAY LIL NIGGA DONT TEST THE KID https://t.co/aEQ07ojmgW
29097,5,No more donating to @RedCross  You take our donations and help the invaders. #caravaninvasion #BuildTheWall https://t.co/cFbKTwvrG6
29102,6,WHEN I SEE A FAGGOT I FLOOR IT https://t.co/b6hTTDGEi6
29103,5,@ARAEveryDay That is another episode of racist white trash brought to you by tRump the turd. https://t.co/hj8X7mRoyt
29104,5,@BleacherReport A light skin nigga you can depend on 👌🏾😂 @B_Ingram13 https://t.co/krae9UG19w
29109,5,I just know a nigga made this 🤦‍♀️😭 https://t.co/1cFurmHxvo
29117,6,she called me a dirty dyke and pushed me https://t.co/aec0E10xZL
29118,6,Tyler The Creator when he heard Eminem call him a faggot: https://t.co/NYKli9bI3e
29120,5,@somemexicannerd Die you fucking nigger https://t.co/fQMEnI3Lqu
29127,16,@lc12345lc 20 times u scouse cunt https://t.co/JcItoucsf5
29128,6,Who is this faggot LOL oh shit das me https://t.co/h2NOtDSsJN
29132,5,NIGGA https://t.co/kf8gzwWfzM
29138,16,ZABRINA knows her juicy hairy cunt will always get you off WMV version https://t.co/515W5VHREp #JOI via @C4SUpdates https://t.co/6MBOc0tqdD
29139,6,"Housecleaning with Mamma Mia then Mamma Mia: Here We Go Again, the faggot in me jumped OUT https://t.co/U1j4xkmXYv"
29140,5,"“Couple niggas in my dm, but I’m a boss bitch.. need me a boss ass nigga” https://t.co/XQdqpQfRNI"
29169,5,I want some good Nigger dick tonight https://t.co/LuBpqYceFS
29173,6,@JudLounsbury People like you will help get the little fairy faggot out of trouble. https://t.co/U3FlkqOouC
29180,6,Guess what bitch this retarded faggot is fed up and not holding back https://t.co/9Xkaw3CoW0
29182,16,APOLOGIZE U CUNT https://t.co/e8mpYcEmP3
29183,5,@mmfa deport white trash https://t.co/vAOtiHPOW6
29197,6,she’s a dyke now https://t.co/r5GW0JpHcy
29208,6,I must be a faggot cause I thought it was referring to her cute hazelnut eyes https://t.co/6itSzLqP3C
29211,16,I'm ready are you??? #faggot #barebacked #chastity https://t.co/J8m2F2mUFy
29221,16,"@Sara_Rose_G ""The sorting twat"" is https://t.co/f8pQcbQlor"
29227,5,"@YahBoyFrogKing Haha, Eva, I have just called this American player Nigger! https://t.co/QiFlFfNdAM"
29228,5,Nobody: Philly Nigga: https://t.co/ROj5MxITaQ
29229,5,@doing_a_poo Nigger https://t.co/592oqRZzSX
29231,16,@Jake_Wever so this isn’t being a cunt. https://t.co/3PzIgEn04B
29236,5,"My manager just asked me am I ready to get this bread, NO NIGGA IM READY TO GET A FUCKING RAISE😡 https://t.co/s7EL6hix03"
29237,5,He’s white trash? #LivePD https://t.co/uaE2AGdbH9
29247,6,Fuck u faggot @Calyko_ https://t.co/q29WCa4lDH
29255,6,Me as a young dyke https://t.co/T6FNVbak0e
29258,5,boomerang is that fuckin JAM play that at the cookout and bet nigger will get down to funky fresh beat https://t.co/OP7MUAhYLn
29261,16,Love this Belami faggot. https://t.co/Cxta9xpK97
29268,5,@Unchartedguy194 ^Gay nigga https://t.co/FRznew6Qtn
29269,5,Ibaka had a issue wit the young nigga 😂 https://t.co/obglSu6Qvd
29273,5,"@darellgamis666 Sayt onmah face mofo, fit me u little cunt. Amma fuck u up cuzzz. Ur dedzzz https://t.co/ADsuhCvpLT"
29277,16,Stupid twat 😂😂😂 https://t.co/mzJK37kD4f
29295,6,"Morning twitter, Just here to show off my nails cuz ur mcm calls me a faggot for em https://t.co/8jTAe2uKGZ"
29300,16,"I acc cant with him, remember walking away from him smiling like a twat 😊 https://t.co/Orjndwmtzd"
29312,16,JUST DIE YOU LITTLE CUNT. JUST DIIEEEEE https://t.co/sw4Du6a4Yx
29318,5,Actually it’s real nigga holiday week because my brother birthday Wednesday lmao https://t.co/pnC7DFnYWJ
29327,6,"Get in the car, faggot. We’re about to save 4chan 😤💊 https://t.co/P234gXyxTv"
29331,5,@DaishaTheRuler ‘’Toughen up nigga’’ https://t.co/NdyFu5IspS
29365,5,It says. Dear little nigger https://t.co/ZUkXOqfFXw
29366,16,@paperalwayswins She’s such a cunt man I’m sorry x https://t.co/L6emoNZhM2
29371,16,"M.T'~  ""Somedays being a cunt is the only thing that gets me up in a morning"" https://t.co/v4XrTvApNc"
29376,5,"I missed the fuck outta this nigga, man. https://t.co/P6rJEaAVRI"
29383,6,I take pride in looking like a sleep deprived faggot https://t.co/jRPt61MGUz
29389,6,Please RT and expose me for the pathetic #faggot I am. https://t.co/mliAyhk8WW
29392,6,@Animaes_ dyke really needs glasses https://t.co/yzpjv8UziK
29393,6,"@_teaPOP Love you so, so much. Now - tell me who called you faggot. https://t.co/OqxpLUKfVM"
29400,16,Full Movie: https://t.co/5DfPYKLeid Horny office babe strips and pushes fingers through her cunt... https://t.co/ZBAFJMQWWd
29403,6,somebody explain to me how a gay man and a dyke can be in a relationship https://t.co/b56zDouYYd
29411,5,My nigga @eppsworld put me on to some gas 🤣 https://t.co/9H5GailZhd
29413,6,Ok guys so basically im dyke https://t.co/dK80fCMdLn
29414,16,Little Cunt!  https://t.co/A9fvPWmIrg https://t.co/k5A1Z9MLrU
29420,6,@allanharper1920 Clowned's a nigger faggot https://t.co/FXioFGFQDI #like4like #follow4follow  Really?
29421,6,@realdonaldtrump hey hitler 😘 such a fucking faggot..@FBI @CIA @USTreasury @IRStaxpros @UN https://t.co/Y72wlV3R52
29429,5,@seanhannity @GreggJarrett The White House Trash needs to be taken out with he 25th Amendment. https://t.co/Val2YDecn1
29442,6,@lilbunball Faggot how bout that https://t.co/ZcTbIQkJFX
29444,6,Me to my dyke lol https://t.co/3ok6dJGm7r
29447,5,a nigga is tired. https://t.co/3aS0TaH2a0
29452,5,@jussbeneathme Poor Nigger Boy. https://t.co/6eqPSMcvK7
29453,5,A nigga showing up for court knowing damn well he ain’t paid child support after the judge ordered him too   https://t.co/Co9xjQqUJP
29463,5,@TETONsports A13: Redneck karate kid. #Hikerchat https://t.co/7jQHphg4Ir
29467,6,★Niteflirt's Finest ★ PrincessJewel Sissy Faggot Emascualtion with Princess Jewel https://t.co/hdvQ9Kjdp9 https://t.co/XT2YiiQDct
29471,16,@Lrihendry @realDonaldTrump Hey Cunt https://t.co/5ymi7lrbDO
29472,5,@vincestaples NIGGA I'VE BEEN WAITING DROP THE SHIT BRETHREN https://t.co/XFeFz0gBnT
29483,5,Are you strong enough to surrender? https://t.co/zcukm3dqwk https://t.co/SJ122jCXYc
29485,5,@MJeremyHarrison @realDonaldTrump @troybalderson No.  YoU ArE WhItE TrAsH https://t.co/7QOF7BAdDI
29494,6,when huebitch sees a faggot she FLOORS it https://t.co/y5yFfOWg9G
29497,5,A redneck yesterday said Moxi looks like Rami Malek and I can't stop thinking/laughing about this. https://t.co/RjcJLvcNPp
29499,16,@Tyson_Fury You twat https://t.co/ks4MoWNlE2
29500,5,Real ass bitch give a fuck bout a nigga https://t.co/CBr4oLCD3x
29512,6,Who tf is this faggot???? Get tf out of here bitch ass https://t.co/IQPp5eq8Pf
29518,5,Been thuggin it out with a broken shoe string since yesterday. You know I nigga rigged it https://t.co/FktLbSZQN9
29521,6,"I am a flaming FAGGOT I like big hard cocks, thick creamy jizz and musky ballsacks. https://t.co/lCyW6h66yf"
29522,5,A REAL STREET NIGGA DONT NEED NO MIR-RUH https://t.co/PiHum2pqyP
29540,6,"@auxiliaryhecker Okay, faggot. https://t.co/Ft9eMrypHL"
29543,6,Brainwashed into being a faggot @iWantClips https://t.co/UaV9xStIpg https://t.co/1CsHsHVJZu
29544,5,This facts and if you can’t respect that or have an issue with it.. leave my nigga. 🤷🏾‍♂️ https://t.co/wznspUrRUb
29548,5,@FatFoolySmoke @BrickByBrick_36 That nigga left us!!!! https://t.co/oYPlMeVRyq
29552,16,Get your #VR helmet ready! Delicious @VolpettiRebecca wants you to bang her shaved cunt https://t.co/MaDjXqjqiz https://t.co/V6xDxjnPPc
29555,5,My Parents Wanted All The Smoke When They Thought This Bitch Had Called Me a Nigger https://t.co/uOS6gsJdng
29556,5,Nigga gal had an allergic reaction didn’t it RT @TraccVision: Nigga aint that the Red Lobster logo!?! https://t.co/W0IpLJ1JBB
29560,5,How funny!!! 🤣🤣🤣🤣 #Practical #Redneck https://t.co/sRUASspDrL
29565,5,i love my coworkers 😭 it’s never a dull moment at work. i was playing toxic and this nigga was cutting up https://t.co/3sr0OJHYi0
29567,5,@BreitbartNews Meanwhile in hillbilly country Cletus is all set. @Piequalsseven @6_Thirteen https://t.co/DcDr4lV0Av
29580,16,🤫😈I got that fuck you if you love me in some nigga shiit 🙃😼 https://t.co/EIAeOJ15qw
29582,5,@CassperNyovest Calling nigger wat the fuck u ain't got no talent business is ur true calling https://t.co/TTtoAUqG9m
29585,5,You got till May 27th. Nigga I am black money &amp; we need our money.🏴‍☠️💰 https://t.co/CM5kk6puMm
29587,5,"@bhungu280764 @Zakz_Aka_Bhoza @kagisolegotlo There's always a nigga in a blazer trying to ""fix"" shit. https://t.co/qwPZW5MuEv"
29593,5,WHITE TRASH NATION https://t.co/xsim7esdPa
29594,5,@pokimanelol @SwarmioGG Got you masturbating nigger lmao https://t.co/E3gIxeAwwG
29595,6,I just got called a ”faggot” by a customer walking out the door. https://t.co/8SD0skjgLi
29597,16,Your cunt is too loose because you're a dirty slut https://t.co/vEdLdC8FLF
29598,5,Aww nigga don’t listen to trap pass https://t.co/evZbNl1TDr
29603,5,@iWateba Nigga... https://t.co/LF1yAuf8te
29609,6,Big Dyke Energy At @KingPrincess69 https://t.co/jUA2KpXZmD
29613,5,@HUNNITROUNDSEMP Where you going nigga you finna get jumped in https://t.co/zCIDjnFlzd
29617,5,My man really tried to buy some black forces today. Nigga I ain’t never clutched my purse so fast https://t.co/kJY32I7l98
29630,6,Lesbian/dyke starter pack https://t.co/DbWS1bn4js
29647,6,@jotavicio IM A CARACAS FAGGOT TOO https://t.co/ylCIv9AmoI
29657,5,@Bait_O9 The retarded niggerfaggots will never be able to stop me https://t.co/KfdrIAXnsR
29661,5,"Pull the trigger , shoot that nigga. Make sure that you get em cause bullets ain’t got no name 😭😭😭😭😭💙💙💙💙💙 https://t.co/w6uywSXuLT"
29662,16,"BOOM! Another #AdultWork.com movie clip sale https://t.co/2r4aIN6VtH ""Stir My Wet Curry Cunt with you Black Bamboo"" https://t.co/rxVeKPUHEh"
29665,5,Wow: Fight Breaks Out After Redneck Calls Black Man The N-Word At A Bar In Kansas! https://t.co/72GFun6dO9 https://t.co/3MOSmtD063
29681,16,@IndivisibleNet Another cunt added to the list. https://t.co/yTENC0HAaJ
29683,5,Redneck*** there fixed it https://t.co/d3e04euxBK
29687,6,faggot of the day brought to you by THE Ohio State University https://t.co/EZfRL9Vls3
29689,5,can he PLEASE call me a wetback lazy beaner https://t.co/d1vgQMk15O
29690,5,Nigga if ain't interested in playing for the team just fake an injury. #WOLMUN https://t.co/DuGSTGG9eH
29691,6,Lila said “DYKE RIGHTS!” and pushed Rick down the stairs https://t.co/r5Rz9kI90x
29694,16,"Scotty mate u can fuck off, shit Cunt ads everywhere https://t.co/GQBkYZvhiK"
29697,5,AND I STILL WANT A NIGGA TO DRESS https://t.co/COYcOuvLeH
29703,6,@FacundoXXII You are a fucking faggot and a disgrace to your gender. https://t.co/amx1NeLLsc
29708,5,Me sitting on my bed wishing I was straight after a nigga just left🤦🏾‍♂️ https://t.co/ZN9ueK9Sfz
29709,5,Nigga And Nigger Are Used In Two Different Context. Y’all Are So Damn Simple Minded. https://t.co/sIx5InbBzv
29710,16,@timesredbox Neither twat can dance. https://t.co/HVBQolzg3F
29713,6,Kk reminder that I really hate this faggot and everything he stands for https://t.co/RDULfF3LBB
29721,5,THIS NIGGA! WELP -GRABS NEGAN BAT- https://t.co/njo9woZ269
29723,6,Look up labor BRITISH faggot IRISH Catholic terror bombs https://t.co/j4Tyz65vCe
29724,16,Megan taught me how to pimp a nigga out https://t.co/5WhFem7vw9
29725,16,Just won the Cunt lottery. https://t.co/SiWH2Yym3n
29726,6,good job sweetie  taking it like a good faggot &lt;3 https://t.co/81JNdn2KO8
29734,6,@apastelpunk YOUR LOCAL FAGGOT WILL LOVE YOU https://t.co/LnjfeBo8F2
29739,6,@RendeYT Please I am desperate make me looks less like a faggot xc https://t.co/SJlOmbOGHo
29740,5,@don_john404 @umcornell Yeah because mayonnaise is equivalent to nigger https://t.co/x5vRTA7MN8
29748,5,Every nigger is a star https://t.co/fr5YKF7pNV https://t.co/PEaj93rpLA https://t.co/s25AWHVfr7
29763,6,Straight guys will be the ones to call you a faggot but then suck their bros dick to “help them out” https://t.co/Votbg6qLVe
29782,5,@KatRamsland You people are mid-EVIL inbred Hillbilly MORONS. https://t.co/GeIyJMOMKd
29785,5,This cunt has just punched the bonnet of my car because I didn’t give him a full lane to get past https://t.co/iBvzZT8js4
29786,5,@fulmen56 @BacksweetBranch The sad part is the Traitor/Rat is the biggest hillbilly of them all!! https://t.co/fUmmRlPXQq
29789,5,Street Nigga Bitch 👹 https://t.co/x5ToFPfyi7
29792,5,Mood:   White been trash since 1619. 💅🏾 https://t.co/iXUrBkRPOu
29794,5,Skinny nigga but my dick long .... https://t.co/TAAOZ75dl3
29796,6,Another faggot watches his bf slurp up some daddy cum while he gets used to his role. https://t.co/itM6ompvS0
29800,16,Full Movie: https://t.co/mbiCmFFyPN Busty blonde with bald cunt and nice ass taking hardcore fuck in stockings... https://t.co/evi1PsNpiy
29804,6,Yea the best way to apologize for saying faggot is by saying faggot even more times like sis.... https://t.co/4Yk4Z9KRbb
29805,16,Which one you sucking first nigga? https://t.co/mHdYFZCU4s
29810,6,I look like a faggot with just one earring https://t.co/NktMH7vruJ
29814,5,Like nigga think for yourself https://t.co/u2MAvLkVyD
29822,5,NIGGA WHY?????????😭😭😭😭 https://t.co/qqfmrBOLaE
29823,16,4.5 kg cunt time to get diabetes https://t.co/2upmaf0Dt3
29826,16,@ladyHELLacious Yes eat and fuck my cunt hard😍😘 https://t.co/X4znwToY5c
29832,16,#Brexit twat Liam Fox: random screengrabs thread... https://t.co/vXYBWqbPdX
29840,16,@kittypaw8616 @SpongeBob You’re a sad cunt https://t.co/Fa9jYe3QtK
29841,5,Humpday madness .... Bump make niggas go retarded #Khi in the back ground doing commentary 😂😂😂😂😂 https://t.co/NeknZWwqwV
29845,5,nigga went crazy and stupid at the same damn time https://t.co/6VhDm2xzis
29857,6,Please inform us you Neckbeard faggot https://t.co/3ZpvjWwI9j
29859,16,@ConservaMomUSA Wikipedia’s version of a dumb cunt ✅👍🏼🇺🇸✌🏼 https://t.co/8dpWUM3trb
29862,5,get you a nigga that fixes you up before the picture gets taken https://t.co/94ZGCzeGXk
29864,5,"Drogon looking at Jon like ""nigga wtf are you doing with your Auntie?"" https://t.co/4fBvt5iUIx"
29868,5,@MuddySavage A nigger in its natural state https://t.co/68t1AMZAYS
29873,16,Love to be like this all day long like a good cum prostitute faggot slut whore should be ! https://t.co/9faDqpos4B
29875,5,@UpAired @reagmint @BASEDSAVAGE_ Cant a nigga shoot in peace https://t.co/d6pTSDZ7wA
29883,6,This is what it looks like to be a completely exposed faggot with no going back. https://t.co/dRNv2hIENW
29884,5,@big_business_ Nigga lookin like my nigga from Django he has some self hate or something bruh https://t.co/SXfW05hlSV
29891,16,"9/10 if she can drive good, her pussy garbage. Or she a dyke https://t.co/NK2F20HtrG"
29899,5,@ok_audryyy you bet your “always liable to get shot by police” nigger life i do 😌 https://t.co/7E6ef0qCd0
29900,6,Michelangelo was a well respected faggot of the 16th century https://t.co/VE9xekMLcT
29902,5,"when a white fan yells, “ put the nigger in “... like are you serious 😕 https://t.co/JA8DNMw6OX"
29907,5,Look at this nigger https://t.co/GzFdUkaLWc
29910,5,AFP: 6 of 23 NDF consultants now arrested. There are consultants who have sent surrender feelers. https://t.co/qxzJN9VWdR
29915,5,Took that nigga shield Lmfaooooooooooo https://t.co/hDxoRPjtnx
29917,5,"@theestallion IM NOT A SNACK NIGGA I AM A MEAL , I AM FROM THAT “H” I AM SO TRILL  🤤 https://t.co/aWPu3gXYvo"
29928,6,@hwasacoochie ok dyke thanks i guess https://t.co/v7g7MfklyA
29931,5,this fat nigger https://t.co/XWXeFMdGYp
29932,16,When Michael Gove comes on #SU2C #twat https://t.co/lzLvlBuEuB
29938,5,@kingyeahmi Maybe this rubbish nigger nw just d use iPhone 4 ooo https://t.co/elOxZQd2CC
29939,6,Remember when Nathan called Max a dyke https://t.co/Sq1hqYnWuf
29944,5,@GearlessJoe4 yes. The Nigger Agenda. https://t.co/Qi3yfrNSdS
29947,5,@SnekTheSneaky That tweet is the most retarded thing I've read in at least 10 minutes. https://t.co/RodtueIUkE
29954,5,@IIssoK Am being terrorized by a Mother Fucker bruh😭😭😭 this Nigger is making my life a living hell https://t.co/LWmKcQ2kjt
29971,5,carti off the xan is so funny to me wtf is this nigga saying??? LMAO https://t.co/I5yxJHMPQB
29979,5,@Nobcopter Well the race card works wonders https://t.co/khqOYSdhGn
29980,5,@aBlackWebDotCom This nigga happy to be a slave!!! https://t.co/6PMGFo2wiK
29990,6,"You’r on my hit list faggot, kys https://t.co/soAJYf6N8s"
29993,16,cunt .... was served https://t.co/Lmla1osqrZ
29994,5,"@TheUncleGora Attitude: ""Nigga telling us to bring our own food"" But boys rinozosota kahuku manje😂😂 https://t.co/4NRSGiPIFL"
29996,6,this kid is staring at me like she’s never seen a faggot before. then again she’s only 18 months. https://t.co/kpHltpcQqr
30004,6,God wfter he made my dad homophobic n then made me a faggot https://t.co/h6bz7V509j
30020,16,Get fucking fucked cunt..... LOL @justinmartin https://t.co/QWCDaVCRCu
30025,5,"@CertifiedHatter Talk about a ""White trash, trailer park"" fire pit!!! https://t.co/iFQOdPvFOs"
30031,5,Ok this is not 'one white paper art'!! This is 'one white paper trash'!!! ☺ Tabby just stop it you know it's 👎👎 https://t.co/5D0nZruUPj
30037,5,i just want to make sure we ALL know that John Lenon has a song called:  ‘Woman Is The NIGGER of The World’ https://t.co/j7u1pz5Ez4
30038,5,@B00bieMiless That nigga https://t.co/epwRIMR3S8
30043,5,@ithrewThaParty @justjaebae Nigga yes https://t.co/M9M1xVb9BC
30045,5,"""That nigga really just chillin in his own home, who does that nigger think he is"" https://t.co/QsVp5XXx4N"
30046,5,It’s ok to be white... #trash. It gives the dogs something to target. Lol #PaulineHanson #racist #auspol https://t.co/3Cr5aHLIkz
30048,5,Lmaoooooooooo. This nigga will forever be Joffrey. https://t.co/2Z2RcYmqGF
30052,5,Great granddaddy wa a slave I admit it but they copped so much weight I let my white BITCH say NIGGA #partofthemob https://t.co/Q9MlIUA4EK
30053,5,Janky baby I just look like this fucc a nigga mean https://t.co/LBFKfNCJXO
30056,5,@_GwenolaBar She’s a nigger https://t.co/ay7fpkcGJ7
30057,5,Me and redneck Trooper do a 10-12 https://t.co/e3IlpY1q2f
30080,5,All new by Raven  Delehanty on amazon The White Trash Chronicles  https://t.co/oX3zZRPcGs https://t.co/bgiOFEdSpP
30081,5,... you headshot an opponent. He yells down his mic and calls you a stupid nigger https://t.co/N5ppDWq3ai
30085,5,@ElRetired Nigger gruel https://t.co/HGl7EiNVdG
30089,5,white trash lucha x https://t.co/7l7EE8adOK
30090,5,Typical trailer trash. https://t.co/oLLnoVjZhd
30097,6,Hello Catasauqua I'm your resident faggot Chris Arey #chrisarey #exposedsissy #exposedfaggot #exposedpindick https://t.co/RnYUTwqqWI
30107,16,DAT ASS @LethalHardcore  - I Ate Cum From My Young Cunt 2!  @TiffanyWatsonX https://t.co/kxplJK1MmP
30110,5,We need this nigga running Baltimore strip Clubs https://t.co/xRMHsoQRML
30111,5,Free my nigga @rondonumbanine https://t.co/FbR3aXGV8p
30114,6,"Redeem your self, faggot https://t.co/ozaYMYPQCI"
30116,6,Today on Trisha... the lil dyke is fucking two sisters and her ex... 😂😂 https://t.co/K8Ns9GfUyZ
30117,5,"“I came back a rich nigger  Young Mogul  Bo Jackson, I’m a switch hitter...” 😭 https://t.co/IoxrHEtlmv"
30121,5,When yo crush goes back to the nigga that she broke up with 10 minutes ago https://t.co/eI3iZAwFYS
30123,6,david production : *faggot noises* https://t.co/x1UaICc25v
30125,5,Caught me a nigger #PS4share https://t.co/JbJRyMS10S
30126,5,MEEEEEEEEEE AND! THAT NIGGA...THAT NIGGA TOOOOOONE THAT NIGGA TONE THAT NIGGA TONE https://t.co/FVA0z4m6jN
30127,5,TRUMP: CANADA says build that wall...and KEEP OUT! T-Shirt https://t.co/DWnr9osugs #BuildTheWall #MAGA https://t.co/9JMThNAz4H
30136,5,Sooo inlovee with thissss nigga👻 https://t.co/ik8iULtLyX
30139,16,Ladies -- you are always on display. Dress to be fucked.  #bdsm #cunt #whore #slut https://t.co/kSOQzsKheo
30143,5,"Give me brain like NYU TEACH ME NIGGER, TEACH ME all this learning here is by you. https://t.co/S8hciB0Ab8"
30146,5,@Sz0xnTI4vYcHGpc @UglyGod @Kati3kat really nigga https://t.co/fUlxS3I6XV
30151,5,"""You outta pocket, nigga. Fix that shit. Quickly. Expeditiously."" https://t.co/tWUJF67w6z"
30152,16,I hate and love this cunt at the same time🤣🤣🤣 https://t.co/LXl8Agvrgu
30154,5,“asian boys can’t handle me” may i have a whiff of nigger cock pls https://t.co/FcjsV0nfaT
30156,5,@TheSlanderGawd That nigga did WHAT? https://t.co/eHtHuRlvzc
30163,5,@MC__BRIAN Nigga went https://t.co/KQ53sqocRa
30167,6,@Andie96796772 come back to the server dyke. https://t.co/B7teyUA51o
30173,5,@sufi_bm Nigger is you lost? https://t.co/6lydDDwLYF
30174,16,Watching @campbellclaret on #TW what a twat. https://t.co/MVJ7jf7Hin
30182,5,A nigga at the gas station asked a lady for a dollar and used that same dollar to buy a scratch off https://t.co/aR5dqkVjsp
30185,6,THIS FUCKING MOMENT WHEN U GOT THAT 1 FAGGOT AFK PLAYER AND YOU LOOSE 6000 TO 6000 NICE GAME https://t.co/7vV5KgrTd3
30186,5,@MikeyMysterio every time you say nigga or nigger I just imagine this picture https://t.co/v4TwhDcm0I
30189,6,bruh look at this dyke https://t.co/UR7ZxHSv9z
30194,6,wish me luck for my exams omg i’m literally one man’s dyke https://t.co/0h0wMQjxnY
30196,6,JoJo Siwa when she see’s a faggot. https://t.co/Ww9U97OWdZ
30200,5,@leebird64434634 @BreakingNLive This event was terrible but this is what a redneck bomb looks like after detonating https://t.co/HRJyZvPiDb
30201,6,"@KellyCo2525 @Ms54428684 Oh Daddy, I want to be your #sissy #faggot #bride https://t.co/9UNKJCJoBR"
30213,16,RT @BeatManBam: Dumbass nigga ate a stripper out. .. Now look at him 😂😂 https://t.co/w7QBlPgXew
30215,5,"Trash, white trash. https://t.co/00j8vltY5g"
30223,6,"For my #submissive followers, or anyone who thinks I’m just a tiny #faggot, I come packing as a #horny #switch 😈 https://t.co/nLbjUzy6PN"
30227,5,co star just called me a nigger omg https://t.co/JIdwGiulFs
30229,6,I;m a faggot https://t.co/ZzFnOAuz6i
30231,6,i am a FAGGOT  F- faggot A-  G- G- O-  T- https://t.co/sjI7LZ5jFg
30232,5,@_Fytb__ Shut up nigger https://t.co/jN2Z0qZGTf
30238,5,@vgJupiter LOL THIS NIGGA PLAYS AS A DUDE. WHAT KINDA FAGGOT SHIT YOU ON? https://t.co/T3ys9Xx2WX
30239,16,Your cunt money 🥰 @titzombieslave buy ME more Wolford #paypig #loserpiggy #beta https://t.co/90aw5kLCp8
30245,5,Bruh this nigga Saitama stay with them crazy feats lmaoo https://t.co/8skFXCa9lj
30264,5,A white little kid called another white little kid a nigger on GTA online had me stuck af... https://t.co/QM4909ebEh
30265,5,"Oh goodie, I can’t wait to be called a nigger in unison!! https://t.co/1lYIgFYmVW"
30267,5,It's OK for White children to say Nigger. https://t.co/71a6zSSfxq
30271,5,Ariana. Such a dumb nigger🤠 https://t.co/kemWujqxVv
30275,5,“Real ass bitch give a fuck bout a nigga” https://t.co/NxahasJ4qu
30276,5,@COZYAUNTIE Dance nigger boy https://t.co/W21kb9TBFw
30277,5,ANOTHER HOT NIGGA DAY https://t.co/gujtejCh5t
30283,5,This song came out two years ago and nigga waited two years to drop some mid produced by Kanye smh https://t.co/WWFXOsX5pt
30289,5,@Kolie_World But I’ll hunt or duck a nigga like its a sports https://t.co/tTCu34Ef2b
30290,5,“Come at me nigger boy”...@SkyWestAirlines employs this guy...you know what to do Twitter https://t.co/VXoayKDEtZ
30294,5,Follow my Krip nigga @Duwap231  💕 https://t.co/CQdxG5cvwa
30297,5,Support your nigga @WORLDSTAR #hiphop @HipHopDX @HotNewHipHop #4kitmusic #4kitters #4kit #repost #share @i4Kit https://t.co/AHPAnXTTD2
30302,5,Every single redneck got they blood BOILING RN LMAOOOO. let’s get bucks though https://t.co/CthybEr5Ls
30306,5,@DailyCaller *******************WHITE TRASH FORD NEED'S MONEY************INTENT? https://t.co/GeTgK3iuzR
30307,5,Do I feel bad that Russel Crowe called Azealia Banks a nigger? No not really. That's what her stupid ass gets https://t.co/26FliZjifL
30314,5,Just rich nigga shit https://t.co/2trVDPXmot
30326,5,@dilfhunt What kind of racist redneck hillbilly are you attracted to Sis? https://t.co/q2Oy5Ig489
30327,16,I Need A Nigga That's Gonna Fuck Me While I Sleep So I Can Wakeup To A Booty Full Of Cum https://t.co/tKnrp0RTWo
30332,5,Yt people when they find a coon that will let them say nigga  https://t.co/tpQqmV0j3C
30335,6,Did I just see a dyke twerk https://t.co/S408OAji0l
